n,t,x,y,p
zombie83,13.68,8.25,-5.25,100
zombie83,14.04,8.75,-5.75,100
zombie83,14.399999999999999,9.25,-6.25,100
zombie83,14.76,9.75,-6.75,100
zombie83,15.12,9.25,-7.25,100
zombie83,15.479999999999999,9.75,-7.75,100
zombie83,15.84,9.25,-8.25,100
zombie83,16.2,9.75,-8.25,100
zombie83,16.56,10.25,-8.75,100
zombie83,16.919999999999998,10.75,-9.25,100
zombie83,17.28,11.25,-9.25,100
zombie83,17.64,11.75,-8.75,100
zombie83,18.0,12.25,-9.25,100
zombie83,18.36,12.75,-9.25,100
zombie83,18.72,13.25,-9.25,100
zombie83,19.08,13.75,-9.75,100
zombie83,19.439999999999998,14.25,-9.75,100
zombie84,0.0,1.25,-3.75,100
zombie84,0.36,1.75,-4.25,100
zombie84,0.72,2.25,-4.75,100
zombie84,1.08,2.75,-4.75,100
zombie84,1.44,3.25,-4.25,100
zombie84,1.7999999999999998,3.75,-4.75,100
zombie84,2.16,4.25,-4.25,100
zombie84,2.52,4.75,-4.25,100
zombie84,2.88,5.25,-3.75,100
zombie84,3.2399999999999998,5.75,-3.25,100
zombie84,3.5999999999999996,5.25,-3.25,100
zombie84,3.96,5.75,-3.75,100
zombie84,4.32,5.75,-4.25,100
zombie84,4.68,5.75,-4.75,100
zombie84,5.04,5.75,-5.25,100
zombie84,5.3999999999999995,5.75,-5.75,100
zombie84,5.76,6.25,-6.25,100
zombie84,6.12,6.75,-6.75,100
zombie84,6.4799999999999995,7.25,-6.25,100
zombie84,6.84,7.25,-6.75,100
zombie84,7.199999999999999,7.25,-6.25,100
zombie84,7.56,7.25,-6.75,100
zombie84,7.92,7.75,-6.75,100
zombie84,8.28,8.25,-6.25,100
zombie84,8.64,7.75,-5.75,100
zombie84,9.0,8.25,-6.25,100
zombie84,10.799999999999999,8.75,-6.25,100
zombie84,14.399999999999999,9.25,-6.75,100
zombie84,14.76,9.75,-6.25,100
zombie84,15.12,9.25,-5.75,100
zombie84,15.479999999999999,8.75,-6.25,100
zombie84,15.84,9.25,-6.75,100
zombie84,16.56,9.75,-7.25,100
zombie84,16.919999999999998,10.25,-7.75,100
zombie84,17.28,10.75,-7.75,100
zombie84,17.64,11.25,-8.25,100
zombie84,18.0,11.75,-8.25,100
zombie84,18.36,12.25,-8.75,100
zombie84,18.72,12.75,-8.25,100
zombie84,19.08,13.25,-8.25,100
zombie84,19.439999999999998,13.75,-8.25,100
zombie84,19.8,14.25,-8.25,100
zombie85,0.0,4.25,-5.75,100
zombie85,0.36,4.75,-5.75,100
zombie85,0.72,5.25,-5.75,100
zombie85,1.08,5.75,-5.75,100
zombie85,1.44,6.25,-6.25,100
zombie85,1.7999999999999998,6.75,-5.75,100
zombie85,2.16,7.25,-5.25,100
zombie85,2.52,7.75,-4.75,100
zombie85,3.2399999999999998,8.25,-4.75,100
zombie85,3.5999999999999996,7.75,-5.25,100
zombie85,3.96,8.25,-5.75,100
zombie85,5.04,8.75,-5.25,100
zombie85,5.3999999999999995,9.25,-5.25,100
zombie85,5.76,9.25,-4.75,100
zombie85,6.12,9.25,-4.25,100
zombie85,6.4799999999999995,9.75,-4.25,100
zombie85,6.84,10.25,-4.25,100
zombie85,7.199999999999999,9.75,-4.25,100
zombie85,7.56,10.25,-4.25,100
zombie85,7.92,10.25,-4.75,100
zombie85,8.28,9.75,-5.25,100
zombie85,8.64,10.25,-5.25,100
zombie85,9.36,10.25,-5.75,100
zombie85,9.719999999999999,10.25,-6.25,100
zombie85,10.08,10.25,-6.75,100
zombie85,10.44,10.25,-6.25,100
zombie85,10.799999999999999,9.75,-5.75,100
zombie85,11.16,9.25,-5.25,100
zombie85,11.52,9.75,-5.75,100
zombie85,11.879999999999999,9.25,-5.25,100
zombie85,12.24,8.75,-5.75,100
zombie85,13.68,9.25,-6.25,100
zombie85,14.399999999999999,9.25,-5.75,100
zombie85,14.76,9.25,-6.25,100
zombie85,15.12,9.75,-6.75,100
zombie85,15.479999999999999,10.25,-7.25,100
zombie85,16.2,9.75,-7.25,100
zombie85,16.56,10.25,-7.25,100
zombie85,16.919999999999998,9.75,-7.75,100
zombie85,17.28,10.25,-8.25,100
zombie85,17.64,10.75,-8.25,100
zombie85,18.0,11.25,-7.75,100
zombie85,18.36,11.75,-7.75,100
zombie85,18.72,12.25,-8.25,100
zombie85,19.08,12.75,-7.75,100
zombie85,19.439999999999998,13.25,-7.75,100
zombie85,19.8,13.75,-7.75,100
zombie85,20.16,14.25,-8.25,100
zombie86,0.0,1.25,-2.75,100
zombie86,0.36,1.75,-3.25,100
zombie86,0.72,2.25,-2.75,100
zombie86,1.08,2.75,-2.25,100
zombie86,1.44,3.25,-2.25,100
zombie86,1.7999999999999998,3.75,-1.75,100
zombie86,2.16,3.75,-2.25,100
zombie86,2.52,4.25,-2.75,100
zombie86,2.88,4.75,-2.75,100
zombie86,3.2399999999999998,4.25,-2.25,100
zombie86,3.5999999999999996,4.75,-2.75,100
zombie86,3.96,5.25,-3.25,100
zombie86,4.32,5.25,-3.75,100
zombie86,4.68,5.75,-4.25,100
zombie86,5.04,5.25,-3.75,100
zombie86,5.3999999999999995,5.75,-3.75,100
zombie86,5.76,6.25,-3.75,100
zombie86,6.12,6.75,-4.25,100
zombie86,6.84,7.25,-4.75,100
zombie86,7.199999999999999,6.75,-4.75,100
zombie86,7.56,6.25,-4.75,100
zombie86,7.92,6.75,-4.25,100
zombie86,8.28,6.75,-4.75,100
zombie86,8.64,6.75,-4.25,100
zombie86,9.0,7.25,-4.75,100
zombie86,9.36,6.75,-4.75,100
zombie86,9.719999999999999,7.25,-5.25,100
zombie86,10.08,7.75,-5.75,100
zombie86,10.44,7.25,-5.75,100
zombie86,10.799999999999999,7.75,-5.75,100
zombie86,11.16,7.25,-5.25,100
zombie86,11.52,7.25,-4.75,100
zombie86,11.879999999999999,7.25,-4.25,100
zombie86,12.24,7.75,-4.25,100
zombie86,12.6,8.25,-4.25,100
zombie86,12.959999999999999,8.75,-4.75,100
zombie86,13.32,9.25,-5.25,100
zombie86,13.68,9.25,-5.75,100
zombie86,14.04,9.25,-5.25,100
zombie86,14.399999999999999,8.75,-5.75,100
zombie86,14.76,9.25,-5.25,100
zombie86,15.12,9.75,-5.75,100
zombie86,15.479999999999999,9.25,-5.25,100
zombie86,15.84,9.25,-5.75,100
zombie86,16.2,8.75,-6.25,100
zombie86,16.56,8.75,-6.75,100
zombie86,16.919999999999998,9.25,-6.75,100
zombie86,17.28,9.75,-7.25,100
zombie86,17.64,10.25,-7.75,100
zombie86,18.0,10.75,-7.75,100
zombie86,18.36,11.25,-8.25,100
zombie86,18.72,11.75,-8.25,100
zombie86,19.08,12.25,-8.75,100
zombie86,19.439999999999998,12.75,-8.25,100
zombie86,19.8,13.25,-8.25,100
zombie86,20.16,13.75,-8.25,100
zombie86,20.52,14.25,-8.25,100
zombie87,0.0,0.25,-2.25,100
zombie87,0.36,0.75,-1.75,100
zombie87,0.72,1.25,-1.75,100
zombie87,1.08,1.75,-1.75,100
zombie87,1.44,2.25,-1.75,100
zombie87,1.7999999999999998,2.75,-1.75,100
zombie87,2.16,2.75,-1.25,100
zombie87,2.52,3.25,-1.25,100
zombie87,2.88,3.25,-1.75,100
zombie87,3.2399999999999998,3.25,-1.25,100
zombie87,3.5999999999999996,3.75,-1.25,100
zombie87,3.96,4.25,-1.25,100
zombie87,4.32,4.75,-1.75,100
zombie87,4.68,5.25,-1.75,100
zombie87,5.04,5.25,-2.25,100
zombie87,5.3999999999999995,4.75,-2.25,100
zombie87,5.76,5.25,-2.25,100
zombie87,6.12,4.75,-1.75,100
zombie87,6.4799999999999995,5.25,-2.25,100
zombie87,6.84,4.75,-2.25,100
zombie87,7.199999999999999,5.25,-2.25,100
zombie87,7.56,4.75,-2.75,100
zombie87,7.92,5.25,-3.25,100
zombie87,8.28,5.75,-3.25,100
zombie87,8.64,5.75,-3.75,100
zombie87,9.0,5.75,-3.25,100
zombie87,9.36,6.25,-3.75,100
zombie87,9.719999999999999,6.25,-4.25,100
zombie87,10.08,6.75,-4.75,100
zombie87,10.44,6.75,-5.25,100
zombie87,10.799999999999999,6.75,-4.75,100
zombie87,11.16,7.25,-4.25,100
zombie87,11.52,7.75,-3.75,100
zombie87,11.879999999999999,8.25,-4.25,100
zombie87,12.24,8.75,-4.75,100
zombie87,12.6,9.25,-5.25,100
zombie87,12.959999999999999,9.25,-5.75,100
zombie87,13.68,9.75,-5.75,100
zombie87,14.04,9.75,-6.25,100
zombie87,14.399999999999999,10.25,-5.75,100
zombie87,14.76,10.75,-5.75,100
zombie87,15.12,10.25,-6.25,100
zombie87,15.479999999999999,9.75,-6.75,100
zombie87,15.84,10.25,-6.75,100
zombie87,16.2,9.75,-6.75,100
zombie87,16.56,9.25,-7.25,100
zombie87,16.919999999999998,9.25,-7.75,100
zombie87,17.28,9.75,-8.25,100
zombie87,17.64,10.25,-8.75,100
zombie87,18.0,10.75,-9.25,100
zombie87,18.36,11.25,-9.25,100
zombie87,18.72,11.75,-8.75,100
zombie87,19.08,12.25,-9.25,100
zombie87,19.439999999999998,12.75,-9.25,100
zombie87,19.8,13.25,-9.25,100
zombie87,20.16,13.75,-9.75,100
zombie87,20.52,14.25,-9.75,100
zombie88,0.0,6.75,-0.75,100
zombie88,0.36,6.25,-1.25,100
zombie88,0.72,6.75,-1.75,100
zombie88,1.08,6.25,-2.25,100
zombie88,1.44,6.25,-2.75,100
zombie88,1.7999999999999998,6.75,-3.25,100
zombie88,2.16,7.25,-3.25,100
zombie88,2.52,7.25,-3.75,100
zombie88,2.88,7.75,-3.75,100
zombie88,3.2399999999999998,7.25,-4.25,100
zombie88,3.5999999999999996,7.25,-4.75,100
zombie88,3.96,7.75,-5.25,100
zombie88,4.68,8.25,-4.75,100
zombie88,5.04,7.75,-4.75,100
zombie88,5.3999999999999995,7.25,-4.25,100
zombie88,5.76,7.75,-3.75,100
zombie88,6.12,7.75,-4.25,100
zombie88,6.4799999999999995,8.25,-3.75,100
zombie88,6.84,8.25,-4.25,100
zombie88,7.199999999999999,8.75,-4.75,100
zombie88,7.56,9.25,-4.25,100
zombie88,7.92,9.75,-4.25,100
zombie88,8.28,10.25,-4.25,100
zombie88,8.64,9.75,-3.75,100
zombie88,9.0,10.25,-4.25,100
zombie88,9.36,9.75,-3.75,100
zombie88,9.719999999999999,9.25,-4.25,100
zombie88,10.08,9.75,-4.25,100
zombie88,10.44,10.25,-4.25,100
zombie88,10.799999999999999,10.25,-4.75,100
zombie88,11.16,9.75,-5.25,100
zombie88,11.52,10.25,-5.25,100
zombie88,11.879999999999999,9.75,-5.25,100
zombie88,12.24,9.75,-5.75,100
zombie88,12.6,10.25,-5.25,100
zombie88,12.959999999999999,10.25,-4.75,100
zombie88,13.32,9.75,-5.25,100
zombie88,13.68,10.25,-4.75,100
zombie88,14.04,9.75,-5.25,100
zombie88,14.399999999999999,9.75,-4.75,100
zombie88,14.76,10.25,-5.25,100
zombie88,15.12,10.25,-5.75,100
zombie88,15.479999999999999,9.75,-6.25,100
zombie88,15.84,10.25,-6.25,100
zombie88,16.2,9.75,-6.25,100
zombie88,16.56,10.25,-6.75,100
zombie88,16.919999999999998,9.75,-6.75,100
zombie88,17.28,10.25,-7.25,100
zombie88,17.64,9.75,-7.75,100
zombie88,18.0,10.25,-8.25,100
zombie88,18.36,10.75,-8.25,100
zombie88,18.72,11.25,-7.75,100
zombie88,19.08,11.75,-7.75,100
zombie88,19.439999999999998,12.25,-8.25,100
zombie88,19.8,12.75,-7.75,100
zombie88,20.16,13.25,-7.75,100
zombie88,20.52,13.75,-7.75,100
zombie88,20.88,14.25,-8.25,100
zombie89,0.0,1.25,-5.25,100
zombie89,0.36,1.75,-5.75,100
zombie89,0.72,2.25,-5.75,100
zombie89,1.08,2.75,-5.75,100
zombie89,1.44,3.25,-5.25,100
zombie89,1.7999999999999998,3.75,-5.25,100
zombie89,2.16,4.25,-5.75,100
zombie89,2.52,4.75,-5.75,100
zombie89,2.88,5.25,-5.25,100
zombie89,3.2399999999999998,5.75,-4.75,100
zombie89,3.5999999999999996,6.25,-5.25,100
zombie89,3.96,6.25,-4.75,100
zombie89,4.32,6.25,-5.25,100
zombie89,4.68,6.25,-4.75,100
zombie89,5.04,6.75,-4.25,100
zombie89,5.76,6.75,-3.75,100
zombie89,6.12,6.25,-3.25,100
zombie89,6.4799999999999995,6.75,-3.75,100
zombie89,6.84,6.75,-4.25,100
zombie89,7.199999999999999,6.75,-3.75,100
zombie89,7.56,6.25,-3.25,100
zombie89,7.92,6.75,-3.75,100
zombie89,8.28,6.25,-3.25,100
zombie89,8.64,6.75,-3.75,100
zombie89,9.0,6.25,-4.25,100
zombie89,9.36,6.75,-4.25,100
zombie89,9.719999999999999,7.25,-4.25,100
zombie89,10.08,6.75,-4.25,100
zombie89,10.44,7.25,-4.25,100
zombie89,10.799999999999999,7.75,-3.75,100
zombie89,11.16,7.75,-4.25,100
zombie89,11.52,8.25,-4.75,100
zombie89,11.879999999999999,7.75,-4.75,100
zombie89,12.24,7.75,-5.25,100
zombie89,12.6,8.25,-5.75,100
zombie89,12.959999999999999,8.75,-5.25,100
zombie89,13.32,9.25,-4.75,100
zombie89,13.68,9.75,-4.75,100
zombie89,14.04,10.25,-5.25,100
zombie89,14.399999999999999,9.75,-5.75,100
zombie89,14.76,10.25,-6.25,100
zombie89,15.12,10.75,-6.25,100
zombie89,15.479999999999999,10.75,-6.75,100
zombie89,15.84,10.75,-6.25,100
zombie89,16.2,10.75,-6.75,100
zombie89,16.56,10.75,-6.25,100
zombie89,16.919999999999998,10.75,-6.75,100
zombie89,17.28,10.25,-6.75,100
zombie89,17.64,9.75,-7.25,100
zombie89,18.0,10.25,-7.75,100
zombie89,18.36,9.75,-8.25,100
zombie89,18.72,10.25,-8.75,100
zombie89,19.08,10.75,-8.25,100
zombie89,19.439999999999998,11.25,-8.75,100
zombie89,19.8,11.75,-8.75,100
zombie89,20.16,12.25,-9.25,100
zombie89,20.52,12.75,-9.25,100
zombie89,20.88,13.25,-9.75,100
zombie89,21.24,13.75,-9.75,100
zombie89,21.599999999999998,14.25,-9.75,100
zombie90,0.0,0.75,-2.75,100
zombie90,0.36,1.25,-2.25,100
zombie90,0.72,1.75,-2.75,100
zombie90,1.08,2.25,-2.25,100
zombie90,1.44,2.75,-2.75,100
zombie90,1.7999999999999998,3.25,-2.75,100
zombie90,2.16,3.75,-2.75,100
zombie90,2.52,4.25,-3.25,100
zombie90,2.88,3.75,-3.25,100
zombie90,3.2399999999999998,4.25,-3.75,100
zombie90,3.5999999999999996,4.75,-3.25,100
zombie90,3.96,4.75,-3.75,100
zombie90,4.32,4.75,-3.25,100
zombie90,4.68,4.75,-3.75,100
zombie90,5.04,4.75,-4.25,100
zombie90,5.3999999999999995,5.25,-4.75,100
zombie90,5.76,5.75,-5.25,100
zombie90,6.12,5.75,-5.75,100
zombie90,6.4799999999999995,6.25,-5.75,100
zombie90,6.84,6.75,-5.25,100
zombie90,7.199999999999999,7.25,-5.75,100
zombie90,7.56,7.75,-6.25,100
zombie90,7.92,7.25,-6.25,100
zombie90,8.28,7.25,-5.75,100
zombie90,8.64,6.75,-5.75,100
zombie90,9.0,6.75,-5.25,100
zombie90,9.36,6.25,-5.75,100
zombie90,9.719999999999999,6.75,-6.25,100
zombie90,10.08,6.25,-6.75,100
zombie90,10.44,6.75,-6.75,100
zombie90,10.799999999999999,7.25,-6.25,100
zombie90,11.16,7.75,-6.25,100
zombie90,11.879999999999999,7.25,-5.75,100
zombie90,12.24,6.75,-5.75,100
zombie90,12.6,7.25,-5.25,100
zombie90,12.959999999999999,7.75,-5.25,100
zombie90,13.32,8.25,-5.75,100
zombie90,13.68,8.75,-5.25,100
zombie90,14.04,9.25,-4.75,100
zombie90,14.399999999999999,8.75,-4.75,100
zombie90,14.76,8.75,-5.25,100
zombie90,15.12,8.75,-5.75,100
zombie90,15.479999999999999,8.25,-5.75,100
zombie90,15.84,8.75,-6.25,100
zombie90,16.2,8.25,-6.75,100
zombie90,16.56,7.75,-6.75,100
zombie90,16.919999999999998,7.75,-6.25,100
zombie90,17.28,8.25,-6.75,100
zombie90,17.64,8.75,-6.75,100
zombie90,18.0,9.25,-6.75,100
zombie90,18.36,9.75,-7.25,100
zombie90,18.72,10.25,-7.75,100
zombie90,19.08,10.75,-7.75,100
zombie90,19.439999999999998,11.25,-7.75,100
zombie90,19.8,11.75,-7.75,100
zombie90,20.16,12.25,-8.25,100
zombie90,20.52,12.75,-8.25,100
zombie90,20.88,13.25,-8.25,100
zombie90,21.24,13.75,-8.25,100
zombie90,21.599999999999998,14.25,-8.25,100
zombie91,0.0,3.25,-1.25,100
zombie91,0.36,3.75,-1.25,100
zombie91,0.72,4.25,-1.75,100
zombie91,1.08,4.75,-2.25,100
zombie91,1.44,4.25,-2.75,100
zombie91,1.7999999999999998,4.75,-2.25,100
zombie91,2.16,4.75,-2.75,100
zombie91,2.52,5.25,-2.75,100
zombie91,2.88,5.25,-3.25,100
zombie91,3.2399999999999998,5.25,-2.75,100
zombie91,3.5999999999999996,5.75,-2.75,100
zombie91,3.96,5.25,-2.75,100
zombie91,4.32,5.75,-3.25,100
zombie91,4.68,6.25,-3.75,100
zombie91,5.76,6.75,-4.25,100
zombie91,6.12,6.25,-4.75,100
zombie91,6.4799999999999995,6.75,-5.25,100
zombie91,6.84,7.25,-5.75,100
zombie91,7.199999999999999,7.75,-6.25,100
zombie91,7.56,8.25,-5.75,100
zombie91,8.28,8.25,-5.25,100
zombie91,9.36,7.75,-4.75,100
zombie91,9.719999999999999,7.25,-4.75,100
zombie91,10.08,7.75,-5.25,100
zombie91,10.799999999999999,7.25,-4.75,100
zombie91,11.16,6.75,-5.25,100
zombie91,11.52,6.75,-4.75,100
zombie91,11.879999999999999,7.25,-5.25,100
zombie91,12.24,7.25,-4.75,100
zombie91,12.6,7.75,-5.25,100
zombie91,12.959999999999999,8.25,-5.75,100
zombie91,13.32,7.75,-5.75,100
zombie91,13.68,7.75,-6.25,100
zombie91,14.04,8.25,-6.25,100
zombie91,14.399999999999999,7.75,-6.75,100
zombie91,14.76,8.25,-6.75,100
zombie91,15.12,7.75,-6.75,100
zombie91,15.479999999999999,8.25,-6.75,100
zombie91,15.84,7.75,-6.75,100
zombie91,16.2,7.75,-6.25,100
zombie91,16.56,8.25,-6.75,100
zombie91,16.919999999999998,8.75,-6.75,100
zombie91,17.28,9.25,-6.75,100
zombie91,17.64,9.75,-6.75,100
zombie91,18.0,10.25,-7.25,100
zombie91,18.36,9.75,-7.75,100
zombie91,18.72,10.25,-8.25,100
zombie91,19.08,10.75,-8.75,100
zombie91,19.439999999999998,11.25,-8.25,100
zombie91,19.8,11.75,-8.25,100
zombie91,20.16,12.25,-8.75,100
zombie91,20.52,12.75,-8.75,100
zombie91,20.88,13.25,-9.25,100
zombie91,21.24,13.75,-8.75,100
zombie91,21.599999999999998,14.25,-8.75,100
zombie92,0.0,4.25,-0.75,100
zombie92,0.36,4.25,-1.25,100
zombie92,0.72,4.75,-1.75,100
zombie92,1.08,4.25,-2.25,100
zombie92,1.44,4.75,-2.75,100
zombie92,1.7999999999999998,4.75,-3.25,100
zombie92,2.16,5.25,-3.25,100
zombie92,2.52,4.75,-3.75,100
zombie92,2.88,5.25,-4.25,100
zombie92,3.2399999999999998,5.75,-3.75,100
zombie92,3.5999999999999996,6.25,-4.25,100
zombie92,3.96,6.75,-4.25,100
zombie92,4.32,6.25,-4.25,100
zombie92,4.68,6.75,-4.25,100
zombie92,5.04,6.25,-4.25,100
zombie92,5.3999999999999995,6.75,-4.75,100
zombie92,5.76,7.25,-4.75,100
zombie92,6.12,6.75,-4.75,100
zombie92,6.4799999999999995,7.25,-5.25,100
zombie92,6.84,6.75,-5.75,100
zombie92,7.199999999999999,6.25,-5.75,100
zombie92,7.56,6.25,-5.25,100
zombie92,7.92,5.75,-5.25,100
zombie92,8.28,6.25,-5.25,100
zombie92,8.64,6.25,-5.75,100
zombie92,9.0,6.75,-6.25,100
zombie92,9.36,6.25,-6.25,100
zombie92,9.719999999999999,5.75,-6.25,100
zombie92,10.08,6.25,-5.75,100
zombie92,10.44,6.75,-6.25,100
zombie92,10.799999999999999,6.75,-5.75,100
zombie92,11.16,7.25,-5.75,100
zombie92,11.52,6.75,-5.75,100
zombie92,11.879999999999999,6.75,-5.25,100
zombie92,12.24,6.75,-4.75,100
zombie92,12.6,7.25,-4.25,100
zombie92,12.959999999999999,7.25,-4.75,100
zombie92,13.32,7.25,-5.25,100
zombie92,13.68,7.75,-5.25,100
zombie92,14.04,8.25,-5.75,100
zombie92,14.399999999999999,8.75,-6.25,100
zombie92,15.12,9.25,-6.75,100
zombie92,15.479999999999999,9.25,-6.25,100
zombie92,15.84,9.75,-5.75,100
zombie92,16.2,9.75,-5.25,100
zombie92,16.56,10.25,-5.75,100
zombie92,16.919999999999998,10.75,-5.75,100
zombie92,17.28,10.75,-6.25,100
zombie92,17.64,10.25,-5.75,100
zombie92,18.0,10.25,-6.25,100
zombie92,18.36,9.75,-6.75,100
zombie92,18.72,10.25,-7.25,100
zombie92,19.08,9.75,-7.25,100
zombie92,19.439999999999998,10.25,-7.75,100
zombie92,19.8,10.75,-7.75,100
zombie92,20.16,11.25,-8.25,100
zombie92,20.52,11.75,-8.25,100
zombie92,20.88,12.25,-8.75,100
zombie92,21.24,12.75,-8.25,100
zombie92,21.599999999999998,13.25,-8.25,100
zombie92,21.96,13.75,-8.25,100
zombie92,22.32,14.25,-8.25,100
zombie93,0.0,0.75,-3.75,100
zombie93,0.36,1.25,-4.25,100
zombie93,0.72,1.75,-3.75,100
zombie93,1.08,2.25,-3.75,100
zombie93,1.44,2.75,-4.25,100
zombie93,1.7999999999999998,3.25,-3.75,100
zombie93,2.16,3.75,-3.25,100
zombie93,2.52,3.25,-3.25,100
zombie93,2.88,3.75,-3.75,100
zombie93,3.2399999999999998,4.25,-3.25,100
zombie93,3.5999999999999996,3.75,-3.75,100
zombie93,3.96,4.25,-3.25,100
zombie93,4.32,4.75,-2.75,100
zombie93,4.68,4.75,-2.25,100
zombie93,5.04,4.75,-1.75,100
zombie93,5.3999999999999995,5.25,-1.75,100
zombie93,5.76,5.75,-2.25,100
zombie93,6.12,5.25,-2.75,100
zombie93,6.4799999999999995,5.75,-2.75,100
zombie93,6.84,5.25,-2.75,100
zombie93,7.199999999999999,5.75,-2.75,100
zombie93,7.56,5.25,-2.75,100
zombie93,7.92,5.75,-2.75,100
zombie93,8.28,5.25,-2.75,100
zombie93,8.64,5.75,-2.75,100
zombie93,9.0,6.25,-3.25,100
zombie93,9.36,5.75,-3.75,100
zombie93,9.719999999999999,5.75,-3.25,100
zombie93,10.08,6.25,-3.75,100
zombie93,10.44,6.75,-3.75,100
zombie93,10.799999999999999,6.75,-4.25,100
zombie93,11.16,7.25,-3.75,100
zombie93,11.52,6.75,-3.75,100
zombie93,11.879999999999999,6.25,-3.75,100
zombie93,12.24,6.75,-3.75,100
zombie93,12.6,6.25,-3.75,100
zombie93,12.959999999999999,6.75,-3.75,100
zombie93,13.32,7.25,-4.25,100
zombie93,13.68,7.75,-4.25,100
zombie93,14.04,8.25,-4.25,100
zombie93,14.399999999999999,8.75,-4.25,100
zombie93,14.76,9.25,-4.75,100
zombie93,15.12,9.75,-5.25,100
zombie93,15.479999999999999,10.25,-5.25,100
zombie93,15.84,10.25,-5.75,100
zombie93,16.2,10.75,-5.75,100
zombie93,16.56,10.25,-6.25,100
zombie93,16.919999999999998,9.75,-6.25,100
zombie93,17.28,10.25,-6.25,100
zombie93,17.64,10.75,-6.75,100
zombie93,18.0,10.75,-6.25,100
zombie93,18.36,10.75,-6.75,100
zombie93,18.72,10.25,-6.75,100
zombie93,19.08,9.75,-6.75,100
zombie93,19.439999999999998,10.25,-7.25,100
zombie93,19.8,10.25,-7.75,100
zombie93,20.16,10.75,-8.25,100
zombie93,20.52,11.25,-7.75,100
zombie93,20.88,11.75,-7.75,100
zombie93,21.24,12.25,-8.25,100
zombie93,21.599999999999998,12.75,-7.75,100
zombie93,21.96,13.25,-7.75,100
zombie93,22.32,13.75,-7.75,100
zombie93,22.68,14.25,-8.25,100
zombie94,0.0,2.75,-0.25,100
zombie94,0.36,2.75,-0.75,100
zombie94,0.72,3.25,-1.25,100
zombie94,1.08,3.75,-1.75,100
zombie94,1.44,4.25,-1.75,100
zombie94,1.7999999999999998,4.75,-1.25,100
zombie94,2.16,5.25,-1.75,100
zombie94,2.52,4.75,-2.25,100
zombie94,2.88,5.25,-2.25,100
zombie94,3.2399999999999998,5.75,-2.25,100
zombie94,3.5999999999999996,6.25,-2.75,100
zombie94,3.96,6.75,-3.25,100
zombie94,4.32,7.25,-3.75,100
zombie94,4.68,7.75,-4.25,100
zombie94,5.04,8.25,-4.75,100
zombie94,5.3999999999999995,8.75,-5.25,100
zombie94,5.76,9.25,-5.75,100
zombie94,6.12,8.75,-5.25,100
zombie94,6.4799999999999995,8.25,-5.75,100
zombie94,6.84,7.75,-5.25,100
zombie94,7.92,7.25,-4.75,100
zombie94,8.28,7.25,-4.25,100
zombie94,8.64,7.25,-4.75,100
zombie94,9.0,7.25,-4.25,100
zombie94,9.36,7.75,-3.75,100
zombie94,9.719999999999999,8.25,-4.25,100
zombie94,10.08,7.75,-4.75,100
zombie94,10.799999999999999,8.25,-5.25,100
zombie94,11.16,7.75,-4.75,100
zombie94,11.52,8.25,-5.25,100
zombie94,12.6,7.75,-4.75,100
zombie94,12.959999999999999,7.75,-4.25,100
zombie94,13.32,8.25,-4.25,100
zombie94,13.68,8.75,-4.75,100
zombie94,14.04,8.75,-5.25,100
zombie94,14.399999999999999,8.25,-5.25,100
zombie94,14.76,7.75,-5.75,100
zombie94,15.12,8.25,-5.25,100
zombie94,15.479999999999999,8.75,-5.25,100
zombie94,15.84,8.25,-5.75,100
zombie94,16.2,8.25,-6.25,100
zombie94,16.56,8.25,-5.75,100
zombie94,16.919999999999998,8.25,-6.25,100
zombie94,17.28,8.25,-5.75,100
zombie94,17.64,8.75,-6.25,100
zombie94,18.0,9.25,-5.75,100
zombie94,18.36,9.25,-6.25,100
zombie94,18.72,9.25,-6.75,100
zombie94,19.08,9.25,-7.25,100
zombie94,19.439999999999998,9.75,-7.75,100
zombie94,19.8,10.25,-8.25,100
zombie94,20.16,10.75,-8.75,100
zombie94,20.52,11.25,-8.75,100
zombie94,20.88,11.75,-8.75,100
zombie94,21.24,12.25,-9.25,100
zombie94,21.599999999999998,12.75,-9.25,100
zombie94,21.96,13.25,-9.25,100
zombie94,22.32,13.75,-9.75,100
zombie94,22.68,14.25,-9.75,100
zombie95,0.0,3.75,-3.25,100
zombie95,0.36,4.25,-3.75,100
zombie95,0.72,4.75,-3.75,100
zombie95,1.08,4.75,-4.25,100
zombie95,1.44,4.75,-4.75,100
zombie95,1.7999999999999998,5.25,-4.25,100
zombie95,2.16,5.75,-4.25,100
zombie95,2.52,6.25,-3.75,100
zombie95,2.88,5.75,-4.25,100
zombie95,3.2399999999999998,6.25,-4.25,100
zombie95,3.5999999999999996,5.75,-4.25,100
zombie95,3.96,5.75,-4.75,100
zombie95,4.32,5.25,-5.25,100
zombie95,4.68,5.75,-5.75,100
zombie95,5.04,6.25,-5.25,100
zombie95,5.3999999999999995,5.75,-4.75,100
zombie95,5.76,6.25,-4.25,100
zombie95,6.12,5.75,-4.25,100
zombie95,6.4799999999999995,6.25,-4.25,100
zombie95,6.84,6.25,-4.75,100
zombie95,7.199999999999999,6.25,-4.25,100
zombie95,7.56,6.75,-4.75,100
zombie95,7.92,6.25,-4.25,100
zombie95,8.28,6.25,-4.75,100
zombie95,8.64,6.75,-4.75,100
