n,t,x,y,p
zombie283,34.5,17.28,-8.0,1000
zombie283,35.0,17.56,-8.0,1000
zombie283,35.5,17.84,-8.0,1000
zombie283,35.8,18.0,-8.0,1000
zombie283,36.0,18.08,-7.92,1000
zombie283,36.5,18.67,-7.33,1000
zombie283,37.0,18.77,-7.23,1000
zombie283,37.5,18.87,-7.13,1000
zombie283,38.0,18.97,-7.03,1000
zombie283,38.1,19.0,-7.0,1000
zombie283,38.5,19.24,-7.0,1000
zombie283,39.0,19.8,-7.0,1000
zombie283,39.5,19.94,-7.0,1000
zombie283,39.7,20.0,-7.0,1000
zombie283,40.0,20.06,-7.06,1000
zombie283,40.5,20.16,-7.16,1000
zombie283,41.0,20.25,-7.25,1000
zombie283,41.5,20.75,-7.75,1000
zombie283,42.0,20.94,-7.94,1000
zombie283,42.1,21.0,-8.0,1000
zombie283,42.5,21.24,-8.24,1000
zombie283,43.0,21.93,-8.93,1000
zombie283,43.4,22.0,-9.0,1000
zombie283,43.5,22.03,-9.03,1000
zombie283,44.0,22.13,-9.13,1000
zombie283,44.5,22.33,-9.33,1000
zombie283,45.0,22.92,-9.92,1000
zombie283,45.4,23.0,-10.0,1000
zombie283,45.5,23.01,-9.99,1000
zombie283,46.0,23.11,-9.89,1000
zombie283,46.5,23.21,-9.79,1000
zombie283,47.0,23.7,-9.3,1000
zombie283,47.5,24.0,-9.0,1000
zombie283,48.0,24.1,-8.9,1000
zombie283,48.5,24.3,-8.7,1000
zombie283,49.0,24.35,-8.65,1000
zombie284,36.5,16.75,-3.75,1000
zombie284,37.0,16.84,-3.84,1000
zombie284,37.5,16.94,-3.94,1000
zombie284,37.8,17.0,-4.0,1000
zombie284,38.0,17.06,-4.0,1000
zombie284,38.5,17.2,-4.0,1000
zombie284,39.0,17.48,-4.0,1000
zombie284,39.37,18.0,-4.0,1000
zombie284,39.5,18.13,-3.87,1000
zombie284,44.0,21.86,-3.86,1000
zombie284,44.4,22.0,-4.0,1000
zombie284,44.5,22.06,-4.06,1000
zombie284,45.0,22.16,-4.16,1000
zombie284,45.5,22.25,-4.25,1000
zombie284,46.0,22.75,-4.75,1000
zombie284,46.5,22.94,-4.94,1000
zombie284,46.6,23.0,-5.0,1000
zombie284,47.0,23.14,-5.14,1000
zombie284,47.5,23.24,-5.24,1000
zombie284,48.0,23.63,-5.63,1000
zombie284,48.5,24.0,-6.0,1000
zombie284,48.5,24.03,-6.03,1000
zombie284,49.0,24.35,-6.35,1000
zombie285,44.0,21.89,-3.89,1000
zombie285,44.3,22.0,-4.0,1000
zombie285,44.5,22.08,-4.08,1000
zombie285,45.0,22.18,-4.18,1000
zombie285,45.5,22.28,-4.28,1000
zombie285,46.0,22.87,-4.87,1000
zombie285,46.3,23.0,-5.0,1000
zombie285,46.5,23.07,-5.07,1000
zombie285,47.0,23.27,-5.27,1000
zombie285,47.5,23.66,-5.66,1000
zombie285,48.0,23.96,-5.96,1000
zombie285,48.1,24.0,-6.0,1000
zombie285,48.5,24.35,-6.35,1000
zombie285,49.0,24.35,-6.35,1000
zombie286,32.7,15.0,-10.0,1000
zombie286,33.0,15.3,-10.3,1000
zombie286,40.5,21.79,-10.21,1000
zombie286,41.0,21.89,-10.11,1000
zombie286,41.5,21.99,-10.01,1000
zombie286,41.6,22.0,-10.0,1000
zombie286,42.0,22.12,-10.0,1000
zombie286,42.5,22.4,-10.0,1000
zombie286,43.0,22.82,-10.0,1000
zombie286,43.5,23.38,-10.0,1000
zombie286,43.05,23.0,-10.0,1000
zombie286,44.0,23.8,-10.0,1000
zombie286,44.14,24.0,-10.0,1000
zombie286,44.5,23.5,-10.0,1000
zombie286,44.86,23.0,-10.0,1000
zombie286,45.0,23.2,-10.0,1000
zombie286,45.5,23.34,-10.0,1000
zombie286,46.0,23.48,-10.0,1000
zombie286,46.5,23.62,-10.0,1000
zombie286,46.8,24.0,-10.0,1000
zombie286,47.0,24.0,-9.68,1000
zombie286,47.5,24.0,-9.12,1000
zombie286,47.9,24.0,-9.0,1000
zombie286,48.0,24.0,-8.98,1000
zombie286,48.5,24.0,-8.7,1000
zombie286,49.0,24.0,-8.5,1000
zombie287,34.5,13.72,-10.28,1000
zombie287,35.0,13.92,-10.08,1000
zombie287,35.2,14.0,-10.0,1000
zombie287,35.5,14.11,-10.11,1000
zombie287,40.46,19.0,-10.0,1000
zombie287,40.5,19.06,-10.0,1000
zombie287,41.0,19.62,-10.0,1000
zombie287,41.3,20.0,-10.0,1000
zombie287,41.5,20.32,-10.0,1000
zombie287,41.99,21.0,-10.0,1000
zombie287,42.0,21.01,-9.99,1000
zombie287,42.5,21.7,-9.3,1000
zombie287,43.0,21.8,-9.2,1000
zombie287,43.5,21.9,-9.1,1000
zombie287,44.0,22.0,-9.0,1000
zombie287,44.5,22.3,-9.3,1000
zombie287,45.0,22.89,-9.89,1000
zombie287,45.5,22.99,-9.99,1000
zombie287,45.6,23.0,-10.0,1000
zombie287,46.0,23.08,-9.92,1000
zombie287,46.5,23.28,-9.72,1000
zombie287,47.0,23.87,-9.13,1000
zombie287,47.5,23.97,-9.03,1000
zombie287,47.6,24.0,-9.0,1000
zombie287,48.0,24.07,-8.93,1000
zombie287,48.5,24.27,-8.73,1000
zombie287,49.0,24.35,-8.65,1000
zombie288,32.5,13.84,-9.16,1000
zombie288,32.8,14.0,-9.0,1000
zombie288,33.0,14.2,-9.0,1000
zombie288,33.5,14.76,-9.0,1000
zombie288,34.0,14.9,-9.0,1000
zombie288,34.4,15.0,-9.0,1000
zombie288,34.5,15.04,-9.0,1000
zombie288,35.0,15.18,-9.0,1000
zombie288,35.5,15.46,-9.0,1000
zombie288,36.0,15.88,-9.0,1000
zombie288,36.1,16.0,-9.0,1000
zombie288,36.5,16.3,-9.0,1000
zombie288,37.0,16.72,-9.0,1000
zombie288,37.5,16.86,-9.0,1000
zombie288,38.0,17.0,-9.0,1000
zombie288,38.5,17.2,-8.8,1000
zombie288,39.0,17.89,-8.11,1000
zombie288,39.5,17.99,-8.01,1000
zombie288,39.6,18.0,-8.0,1000
zombie288,40.0,18.08,-7.92,1000
zombie288,40.5,18.38,-7.62,1000
zombie288,40.91,19.0,-7.0,1000
zombie288,41.0,19.1,-7.0,1000
zombie288,41.5,19.38,-7.0,1000
zombie288,42.0,19.8,-7.0,1000
zombie288,42.1,20.0,-7.0,1000
zombie288,42.5,20.5,-7.0,1000
zombie288,42.86,21.0,-7.0,1000
zombie288,43.0,21.14,-7.14,1000
zombie288,43.5,21.64,-7.64,1000
zombie288,43.59,22.0,-8.0,1000
zombie288,44.0,22.46,-8.0,1000
zombie288,44.5,22.26,-8.0,1000
zombie288,44.8,22.0,-8.0,1000
zombie288,45.0,22.11,-7.89,1000
zombie288,45.5,22.21,-7.79,1000
zombie288,46.0,22.41,-7.59,1000
zombie288,46.5,22.81,-7.19,1000
zombie288,47.0,23.1,-6.9,1000
zombie288,47.5,23.4,-6.6,1000
zombie288,46.63,23.0,-7.0,1000
zombie288,48.0,24.54,-7.0,1000
zombie288,47.04,24.0,-7.0,1000
zombie288,48.5,24.82,-7.0,1000
zombie288,49.0,24.5,-7.0,1000
zombie289,31.5,13.76,-6.0,1000
zombie289,31.7,14.0,-6.0,1000
zombie289,32.0,14.32,-6.0,1000
zombie289,32.5,14.88,-6.0,1000
zombie289,32.6,15.0,-6.0,1000
zombie289,33.0,15.21,-5.79,1000
zombie289,33.5,15.8,-5.2,1000
zombie289,33.8,16.0,-5.0,1000
zombie289,34.0,16.14,-5.0,1000
zombie289,34.5,16.56,-5.0,1000
zombie289,35.0,16.7,-5.0,1000
zombie289,35.5,16.98,-5.0,1000
zombie289,35.5,17.0,-5.0,1000
zombie289,36.0,17.18,-4.82,1000
zombie289,36.5,17.67,-4.33,1000
zombie289,37.0,17.87,-4.13,1000
zombie289,37.3,18.0,-4.0,1000
zombie289,37.5,18.07,-3.93,1000
zombie289,41.0,20.73,-3.73,1000
zombie289,41.5,20.93,-3.93,1000
zombie289,41.6,21.0,-4.0,1000
zombie289,42.0,21.0,-4.32,1000
zombie289,42.5,21.0,-4.88,1000
zombie289,42.9,21.0,-5.0,1000
zombie289,43.0,21.01,-5.01,1000
zombie289,43.5,21.11,-5.11,1000
zombie289,44.0,21.21,-5.21,1000
zombie289,44.5,21.7,-5.7,1000
zombie289,45.0,21.8,-5.8,1000
zombie289,45.5,21.9,-5.9,1000
zombie289,45.8,22.0,-6.0,1000
zombie289,46.0,22.14,-6.0,1000
zombie289,46.5,22.28,-6.0,1000
zombie289,47.0,22.7,-6.0,1000
zombie289,47.5,22.84,-6.0,1000
zombie289,47.8,23.0,-6.0,1000
zombie289,48.0,23.08,-6.08,1000
zombie289,48.5,23.77,-6.77,1000
zombie289,48.8,24.0,-7.0,1000
zombie289,49.0,24.17,-7.17,1000
zombie289,49.5,24.35,-7.35,1000
zombie290,31.5,13.98,-4.0,1000
zombie290,31.5,14.0,-4.0,1000
zombie290,32.0,14.4,-4.0,1000
zombie290,32.5,14.96,-4.0,1000
zombie290,32.5,15.0,-4.0,1000
zombie290,33.0,15.27,-3.73,1000
zombie290,40.5,23.94,-3.94,1000
zombie290,40.6,24.0,-4.0,1000
zombie290,41.0,23.66,-4.0,1000
zombie290,41.5,23.24,-4.0,1000
zombie290,42.0,23.1,-4.0,1000
zombie290,42.4,23.0,-4.0,1000
zombie290,42.5,22.97,-4.03,1000
zombie290,43.0,22.87,-4.13,1000
zombie290,43.5,22.77,-4.23,1000
zombie290,44.0,22.08,-4.92,1000
zombie290,44.4,22.0,-5.0,1000
zombie290,44.5,22.01,-5.01,1000
zombie290,45.0,22.11,-5.11,1000
zombie290,45.5,22.21,-5.21,1000
zombie290,46.0,22.31,-5.31,1000
zombie290,46.5,22.41,-5.41,1000
zombie290,47.0,22.61,-5.61,1000
zombie290,47.5,22.91,-5.91,1000
zombie290,48.0,23.2,-6.2,1000
zombie290,45.5,23.0,-6.0,1000
zombie290,48.5,23.84,-6.0,1000
zombie290,48.64,24.0,-6.0,1000
zombie290,49.0,24.4,-6.0,1000
zombie290,49.5,24.5,-6.0,1000
zombie291,37.0,15.89,-3.89,1000
zombie291,37.3,16.0,-4.0,1000
zombie291,37.5,16.08,-3.92,1000
zombie291,38.0,16.38,-3.62,1000
zombie291,38.5,16.78,-3.22,1000
zombie291,43.5,21.8,-3.8,1000
zombie291,44.0,22.0,-4.0,1000
zombie291,44.5,22.2,-4.2,1000
zombie291,45.0,22.3,-4.3,1000
zombie291,45.5,22.69,-4.69,1000
zombie291,46.0,22.89,-4.89,1000
zombie291,46.3,23.0,-5.0,1000
zombie291,46.5,23.12,-5.0,1000
zombie291,47.0,23.26,-5.0,1000
zombie291,47.5,23.54,-5.0,1000
zombie291,48.0,23.82,-5.0,1000
zombie291,48.21,24.0,-5.0,1000
zombie291,48.5,24.24,-5.0,1000
zombie291,49.0,24.38,-5.0,1000
zombie291,49.5,24.5,-5.0,1000
zombie292,32.0,17.79,-3.79,1000
zombie292,32.5,17.99,-3.99,1000
zombie292,32.5,18.0,-4.0,1000
zombie292,33.0,18.18,-4.18,1000
zombie292,33.5,18.77,-4.77,1000
zombie292,34.0,18.87,-4.87,1000
zombie292,34.5,18.97,-4.97,1000
zombie292,34.6,19.0,-5.0,1000
zombie292,35.0,19.17,-4.83,1000
zombie292,35.5,19.66,-4.34,1000
zombie292,36.0,19.76,-4.24,1000
zombie292,36.5,19.86,-4.14,1000
zombie292,37.0,19.96,-4.04,1000
zombie292,37.2,20.0,-4.0,1000
zombie292,37.5,20.06,-4.06,1000
zombie292,38.0,20.25,-4.25,1000
zombie292,38.5,20.84,-4.84,1000
zombie292,38.8,21.0,-5.0,1000
zombie292,39.0,21.2,-5.0,1000
zombie292,39.5,21.76,-5.0,1000
zombie292,39.9,22.0,-5.0,1000
zombie292,40.0,22.04,-5.0,1000
zombie292,40.5,22.46,-5.0,1000
zombie292,40.89,22.0,-5.0,1000
zombie292,41.0,22.11,-4.89,1000
zombie292,41.5,22.8,-4.2,1000
zombie292,42.0,22.9,-4.1,1000
zombie292,42.5,23.0,-4.0,1000
zombie292,43.0,22.9,-4.1,1000
zombie292,43.5,22.8,-4.2,1000
zombie292,44.0,22.31,-4.69,1000
zombie292,44.5,22.21,-4.79,1000
zombie292,45.0,22.11,-4.89,1000
zombie292,45.5,22.01,-4.99,1000
zombie292,45.6,22.0,-5.0,1000
zombie292,46.0,22.08,-5.08,1000
zombie292,46.5,22.18,-5.18,1000
zombie292,47.0,22.28,-5.28,1000
zombie292,47.5,22.77,-5.77,1000
zombie292,48.0,22.97,-5.97,1000
zombie292,48.0,23.0,-6.0,1000
zombie292,48.5,23.38,-6.0,1000
zombie292,49.0,23.8,-6.0,1000
zombie292,49.2,24.0,-6.0,1000
zombie292,49.5,24.36,-6.0,1000
zombie292,50.0,24.5,-6.0,1000
zombie293,39.0,21.0,-3.52,1000
zombie293,39.5,21.0,-3.8,1000
zombie293,39.9,21.0,-4.0,1000
zombie293,40.0,21.08,-4.0,1000
zombie293,40.5,21.64,-4.0,1000
zombie293,40.76,22.0,-4.0,1000
zombie293,41.0,22.34,-4.0,1000
zombie293,41.5,22.9,-4.0,1000
zombie293,41.9,23.0,-4.0,1000
zombie293,42.0,22.97,-4.03,1000
zombie293,42.5,22.87,-4.13,1000
zombie293,43.0,22.77,-4.23,1000
zombie293,43.5,22.67,-4.33,1000
zombie293,44.0,22.08,-4.92,1000
zombie293,44.4,22.0,-5.0,1000
zombie293,44.5,22.01,-5.01,1000
zombie293,45.0,22.11,-5.11,1000
zombie293,45.5,22.21,-5.21,1000
zombie293,46.0,22.31,-5.31,1000
zombie293,46.5,22.41,-5.41,1000
zombie293,47.0,22.8,-5.8,1000
zombie293,47.5,22.9,-5.9,1000
zombie293,47.8,23.0,-6.0,1000
zombie293,48.0,23.1,-6.1,1000
zombie293,48.5,23.69,-6.69,1000
zombie293,48.9,24.0,-7.0,1000
zombie293,49.0,24.08,-7.08,1000
zombie293,49.5,24.38,-7.38,1000
zombie293,50.0,24.35,-7.35,1000
zombie294,36.49,14.0,-4.0,1000
zombie294,36.5,14.01,-4.01,1000
zombie294,37.0,14.7,-4.7,1000
zombie294,37.4,15.0,-5.0,1000
zombie294,37.5,15.14,-5.0,1000
zombie294,38.0,15.7,-5.0,1000
zombie294,38.4,16.0,-5.0,1000
zombie294,38.5,16.12,-5.0,1000
zombie294,39.0,16.54,-5.0,1000
zombie294,39.5,16.68,-5.0,1000
zombie294,40.0,16.82,-5.0,1000
zombie294,40.2,17.0,-5.0,1000
zombie294,40.5,17.24,-5.0,1000
zombie294,41.0,17.94,-5.0,1000
zombie294,41.1,18.0,-5.0,1000
zombie294,41.5,18.22,-5.0,1000
zombie294,42.0,18.64,-5.0,1000
zombie294,42.26,19.0,-5.0,1000
zombie294,42.5,19.24,-5.24,1000
zombie294,43.0,19.93,-5.93,1000
zombie294,43.1,20.0,-6.0,1000
zombie294,43.5,20.33,-6.33,1000
zombie294,43.98,21.0,-7.0,1000
zombie294,44.0,21.01,-7.01,1000
zombie294,44.5,21.7,-7.7,1000
zombie294,45.0,21.9,-7.9,1000
zombie294,45.2,22.0,-8.0,1000
zombie294,45.5,22.28,-8.0,1000
zombie294,46.0,22.42,-8.0,1000
zombie294,46.5,22.7,-8.0,1000
zombie294,47.0,22.98,-8.0,1000
zombie294,47.1,23.0,-8.0,1000
zombie294,47.5,23.08,-7.92,1000
zombie294,48.0,23.18,-7.82,1000
zombie294,48.5,23.28,-7.72,1000
zombie294,49.0,23.67,-7.33,1000
zombie294,49.5,23.97,-7.03,1000
zombie294,49.5,24.0,-7.0,1000
zombie294,50.0,24.35,-6.65,1000
zombie295,33.5,13.83,-5.83,1000
zombie295,33.8,14.0,-6.0,1000
zombie295,34.0,14.18,-6.0,1000
zombie295,34.5,14.6,-6.0,1000
zombie295,35.0,14.88,-6.0,1000
zombie295,35.2,15.0,-6.0,1000
zombie295,35.5,15.11,-6.11,1000
zombie295,36.0,15.31,-6.31,1000
zombie295,36.5,16.0,-7.0,1000
zombie295,37.0,16.2,-6.8,1000
zombie295,37.5,16.69,-6.31,1000
zombie295,38.0,16.79,-6.21,1000
zombie295,38.5,16.89,-6.11,1000
zombie295,39.0,16.99,-6.01,1000
zombie295,39.1,17.0,-6.0,1000
zombie295,39.5,17.08,-5.92,1000
zombie295,40.0,17.18,-5.82,1000
zombie295,40.5,17.87,-5.13,1000
zombie295,40.8,18.0,-5.0,1000
zombie295,41.0,18.07,-5.07,1000
zombie295,41.5,18.27,-5.27,1000
zombie295,42.0,18.96,-5.96,1000
zombie295,42.1,19.0,-6.0,1000
zombie295,42.5,19.16,-6.16,1000
zombie295,43.0,19.35,-6.35,1000
zombie295,43.5,19.94,-6.94,1000
zombie295,43.6,20.0,-7.0,1000
zombie295,44.0,20.48,-7.0,1000
zombie295,44.37,21.0,-7.0,1000
zombie295,44.5,21.13,-7.13,1000
zombie295,45.0,21.42,-7.42,1000
zombie295,45.36,22.0,-8.0,1000
zombie295,45.5,22.16,-8.0,1000
zombie295,46.0,22.44,-8.0,1000
zombie295,46.5,22.86,-8.0,1000
zombie295,47.0,23.0,-8.0,1000
zombie295,47.5,23.1,-7.9,1000
zombie295,48.0,23.2,-7.8,1000
zombie295,48.5,23.3,-7.7,1000
zombie295,49.0,23.79,-7.21,1000
zombie295,49.4,24.0,-7.0,1000
zombie295,49.5,24.08,-6.92,1000
zombie295,50.0,24.35,-6.65,1000
zombie296,36.0,13.9,-6.0,1000
zombie296,36.2,14.0,-6.0,1000
zombie296,36.5,14.13,-6.13,1000
zombie296,37.0,14.33,-6.33,1000
zombie296,37.5,14.92,-6.92,1000
zombie296,37.7,15.0,-7.0,1000
zombie296,38.0,15.11,-7.11,1000
zombie296,38.5,15.41,-7.41,1000
zombie296,38.8,16.0,-8.0,1000
zombie296,39.0,16.2,-7.8,1000
zombie296,39.5,16.3,-7.7,1000
zombie296,40.0,16.69,-7.31,1000
zombie296,40.5,16.89,-7.11,1000
zombie296,40.7,17.0,-7.0,1000
zombie296,41.0,17.18,-7.18,1000
zombie296,41.5,17.97,-7.97,1000
zombie296,41.5,18.0,-8.0,1000
zombie296,42.0,18.38,-8.0,1000
zombie296,42.44,19.0,-8.0,1000
zombie296,42.5,19.06,-8.06,1000
zombie296,43.0,19.25,-8.25,1000
zombie296,43.5,19.75,-8.75,1000
zombie296,43.8,20.0,-9.0,1000
zombie296,44.0,20.34,-9.0,1000
zombie296,44.47,21.0,-9.0,1000
zombie296,44.5,21.04,-9.0,1000
zombie296,45.0,21.74,-9.0,1000
zombie296,45.31,22.0,-9.0,1000
zombie296,45.5,22.11,-9.11,1000
zombie296,46.0,22.21,-9.21,1000
zombie296,46.5,22.41,-9.41,1000
zombie296,47.0,22.71,-9.71,1000
zombie296,47.0,23.0,-10.0,1000
zombie296,47.5,23.56,-10.0,1000
zombie296,48.0,23.98,-10.0,1000
zombie296,48.0,24.0,-10.0,1000
zombie296,48.5,24.0,-9.46,1000
zombie296,49.0,24.0,-8.9,1000
zombie296,48.88,24.0,-9.0,1000
zombie296,49.5,24.0,-8.48,1000
zombie296,50.0,24.0,-8.5,1000
zombie297,36.46,14.0,-4.0,1000
zombie297,36.5,14.04,-4.04,1000
zombie297,37.0,14.83,-4.83,1000
zombie297,37.2,15.0,-5.0,1000
zombie297,37.5,15.32,-5.0,1000
zombie297,37.99,16.0,-5.0,1000
zombie297,38.0,16.01,-4.99,1000
zombie297,38.5,16.31,-4.69,1000
zombie297,39.0,16.71,-4.29,1000
zombie297,39.0,17.0,-4.0,1000
zombie297,39.5,17.2,-3.8,1000
zombie297,46.5,23.9,-3.9,1000
zombie297,46.6,24.0,-4.0,1000
zombie297,47.0,24.42,-4.0,1000
zombie297,47.5,24.16,-4.0,1000
zombie297,47.7,24.0,-4.0,1000
zombie297,48.0,24.0,-4.26,1000
zombie297,48.5,24.0,-4.82,1000
zombie297,49.0,24.0,-4.96,1000
zombie297,49.1,24.0,-5.0,1000
zombie297,49.5,24.0,-5.24,1000
zombie297,50.0,24.0,-5.5,1000
zombie298,30.95,14.0,-7.0,1000
zombie298,31.0,14.06,-7.0,1000
zombie298,31.5,14.34,-7.0,1000
zombie298,32.0,14.62,-7.0,1000
zombie298,32.3,15.0,-7.0,1000
zombie298,32.5,15.18,-7.0,1000
zombie298,33.0,15.74,-7.0,1000
zombie298,33.5,16.0,-7.0,1000
zombie298,33.5,16.02,-7.0,1000
zombie298,34.0,16.3,-7.0,1000
zombie298,34.5,16.72,-7.0,1000
zombie298,34.8,17.0,-7.0,1000
zombie298,35.0,17.1,-6.9,1000
zombie298,35.5,17.79,-6.21,1000
zombie298,35.9,18.0,-6.0,1000
zombie298,36.0,18.08,-6.08,1000
zombie298,36.5,18.77,-6.77,1000
zombie298,37.0,18.87,-6.87,1000
zombie298,37.5,18.97,-6.97,1000
zombie298,37.6,19.0,-7.0,1000
zombie298,38.0,19.1,-7.0,1000
zombie298,38.5,19.24,-7.0,1000
zombie298,39.0,19.66,-7.0,1000
zombie298,39.5,19.8,-7.0,1000
zombie298,40.0,19.94,-7.0,1000
zombie298,40.2,20.0,-7.0,1000
zombie298,40.5,20.06,-6.94,1000
zombie298,41.0,20.16,-6.84,1000
zombie298,41.5,20.35,-6.65,1000
zombie298,41.95,21.0,-6.0,1000
zombie298,42.0,21.0,-5.94,1000
zombie298,42.5,21.0,-5.38,1000
zombie298,43.0,21.0,-5.24,1000
zombie298,43.5,21.0,-5.1,1000
zombie298,43.9,21.0,-5.0,1000
zombie298,44.0,21.03,-4.97,1000
zombie298,44.5,21.23,-4.77,1000
zombie298,45.0,21.82,-4.18,1000
zombie298,45.5,21.92,-4.08,1000
zombie298,45.7,22.0,-4.0,1000
zombie298,46.0,22.11,-4.11,1000
zombie298,46.5,22.7,-4.7,1000
zombie298,47.0,22.9,-4.9,1000
zombie298,47.5,23.0,-5.0,1000
zombie298,48.0,23.28,-5.0,1000
zombie298,48.5,23.56,-5.0,1000
zombie298,49.0,23.7,-5.0,1000
zombie298,49.5,23.98,-5.0,1000
zombie298,49.5,24.0,-5.0,1000
zombie298,50.0,24.4,-5.0,1000
zombie298,50.5,24.5,-5.0,1000
zombie299,31.5,13.76,-4.0,1000
zombie299,31.8,14.0,-4.0,1000
zombie299,32.0,14.18,-4.0,1000
zombie299,32.5,14.6,-4.0,1000
zombie299,33.0,15.0,-4.0,1000
zombie299,33.0,15.01,-3.99,1000
zombie299,42.93,21.0,-4.0,1000
zombie299,43.0,21.0,-3.9,1000
zombie299,43.5,21.0,-3.76,1000
zombie299,44.0,21.0,-3.62,1000
zombie299,46.5,21.75,-3.75,1000
zombie299,47.0,21.94,-3.94,1000
zombie299,47.1,22.0,-4.0,1000
zombie299,47.5,22.24,-4.24,1000
zombie299,48.0,22.73,-4.73,1000
zombie299,48.5,23.0,-5.0,1000
zombie299,48.5,23.03,-5.03,1000
zombie299,49.0,23.62,-5.62,1000
zombie299,49.5,24.0,-6.0,1000
zombie299,49.5,24.01,-6.01,1000
zombie299,50.0,24.21,-6.21,1000
zombie299,50.5,24.35,-6.35,1000
zombie300,35.0,13.76,-9.0,1000
zombie300,35.2,14.0,-9.0,1000
zombie300,35.5,14.23,-8.77,1000
zombie300,35.99,15.0,-8.0,1000
zombie300,36.0,15.02,-8.0,1000
zombie300,36.5,15.3,-8.0,1000
zombie300,37.0,15.58,-8.0,1000
zombie300,37.5,16.0,-8.0,1000
zombie300,38.0,16.69,-7.31,1000
zombie300,38.5,16.89,-7.11,1000
zombie300,38.7,17.0,-7.0,1000
zombie300,39.0,17.26,-7.0,1000
zombie300,39.5,17.68,-7.0,1000
zombie300,39.9,18.0,-7.0,1000
zombie300,40.0,18.07,-6.93,1000
zombie300,40.5,18.86,-6.14,1000
zombie300,40.7,19.0,-6.0,1000
zombie300,41.0,19.22,-6.0,1000
zombie300,41.5,19.78,-6.0,1000
zombie300,41.8,20.0,-6.0,1000
zombie300,42.0,20.14,-5.86,1000
zombie300,42.5,20.83,-5.17,1000
zombie300,43.0,20.93,-5.07,1000
zombie300,43.4,21.0,-5.0,1000
zombie300,43.5,21.0,-4.96,1000
zombie300,44.0,21.0,-4.82,1000
zombie300,44.5,21.0,-4.4,1000
zombie300,45.0,21.0,-3.84,1000
zombie300,44.81,21.0,-4.0,1000
zombie300,45.5,21.58,-4.0,1000
zombie300,46.0,22.0,-4.0,1000
zombie300,46.0,22.0,-4.0,1000
zombie300,46.5,22.3,-4.3,1000
zombie300,47.0,22.79,-4.79,1000
zombie300,47.5,22.99,-4.99,1000
zombie300,47.5,23.0,-5.0,1000
zombie300,48.0,23.26,-5.0,1000
zombie300,48.5,23.68,-5.0,1000
zombie300,49.0,23.82,-5.0,1000
zombie300,49.3,24.0,-5.0,1000
zombie300,49.5,24.1,-5.0,1000
zombie300,50.0,24.52,-5.0,1000
zombie300,50.5,24.5,-5.0,1000
zombie301,35.46,14.0,-8.0,1000
zombie301,35.5,14.03,-8.03,1000
zombie301,36.0,14.33,-8.33,1000
zombie301,36.48,15.0,-9.0,1000
zombie301,36.5,15.02,-9.0,1000
zombie301,37.0,15.44,-9.0,1000
zombie301,37.5,16.0,-9.0,1000
zombie301,38.0,16.2,-9.2,1000
zombie301,38.5,16.69,-9.69,1000
zombie301,39.0,16.79,-9.79,1000
zombie301,39.5,16.89,-9.89,1000
zombie301,40.0,16.99,-9.99,1000
zombie301,40.1,17.0,-10.0,1000
zombie301,40.5,17.08,-9.92,1000
zombie301,41.0,17.18,-9.82,1000
zombie301,41.5,17.87,-9.13,1000
zombie301,41.7,18.0,-9.0,1000
zombie301,42.0,18.17,-8.83,1000
zombie301,42.5,18.86,-8.14,1000
zombie301,42.9,19.0,-8.0,1000
zombie301,43.0,19.08,-8.0,1000
zombie301,43.5,19.36,-8.0,1000
zombie301,44.0,19.92,-8.0,1000
zombie301,44.1,20.0,-8.0,1000
zombie301,44.5,20.2,-8.0,1000
zombie301,45.0,20.48,-8.0,1000
zombie301,45.46,21.0,-8.0,1000
zombie301,45.5,21.04,-8.0,1000
zombie301,46.0,21.32,-8.0,1000
zombie301,46.5,21.88,-8.0,1000
zombie301,46.61,22.0,-8.0,1000
zombie301,47.0,22.31,-7.69,1000
zombie301,47.5,22.8,-7.2,1000
zombie301,47.8,23.0,-7.0,1000
zombie301,48.0,23.1,-6.9,1000
zombie301,48.5,23.3,-6.7,1000
zombie301,49.0,23.49,-6.51,1000
zombie301,49.5,23.99,-6.01,1000
zombie301,49.5,24.0,-6.0,1000
zombie301,50.0,24.18,-5.82,1000
zombie301,50.5,24.35,-5.65,1000
zombie302,39.36,19.0,-4.0,1000
zombie302,39.5,19.2,-4.0,1000
zombie302,40.0,19.48,-4.0,1000
zombie302,40.5,19.76,-4.0,1000
zombie302,40.7,20.0,-4.0,1000
zombie302,41.0,20.23,-3.77,1000
zombie302,42.0,21.6,-3.6,1000
zombie302,42.5,21.8,-3.8,1000
zombie302,42.8,22.0,-4.0,1000
zombie302,43.0,22.0,-4.14,1000
zombie302,43.5,22.0,-4.84,1000
zombie302,44.0,22.0,-4.98,1000
zombie302,44.1,22.0,-5.0,1000
zombie302,44.5,22.08,-5.08,1000
zombie302,45.0,22.18,-5.18,1000
zombie302,45.5,22.28,-5.28,1000
zombie302,46.0,22.38,-5.38,1000
zombie302,46.5,22.48,-5.48,1000
zombie302,47.0,22.68,-5.68,1000
zombie302,47.5,22.98,-5.98,1000
zombie302,48.0,23.27,-6.27,1000
zombie302,48.5,23.47,-6.47,1000
zombie302,49.0,23.67,-6.67,1000
zombie302,46.57,23.0,-6.0,1000
zombie302,49.5,24.16,-7.16,1000
zombie302,48.36,24.0,-7.0,1000
zombie302,50.0,24.65,-7.65,1000
